dataset,accuracy,error,epochs,generations,hidden_size,batch_size,simulation_set_size,simulation_time,simulation_epochs,simulation_scheduler_type
ArrowHead,0.37209302325581395,,1,1,32,64,50,30,10,constant
ArrowHead,0.3023255813953488,,1,1,32,64,50,30,10,progress_check
ArrowHead,0.3023255813953488,,1,1,32,64,50,30,20,constant
ArrowHead,0.3023255813953488,,1,1,32,64,50,30,20,progress_check
ArrowHead,0.37209302325581395,,1,1,32,64,50,60,10,constant
ArrowHead,0.4418604651162791,,1,1,32,64,50,60,10,progress_check
ArrowHead,0.37209302325581395,,1,1,32,64,50,60,20,constant
ArrowHead,0.3023255813953488,,1,1,32,64,50,60,20,progress_check
ArrowHead,0.3953488372093023,,1,1,32,64,50,500,10,constant
ArrowHead,0.3023255813953488,,1,1,32,64,50,500,10,progress_check
ArrowHead,0.3488372093023256,,1,1,32,64,50,500,20,constant
ArrowHead,0.3953488372093023,,1,1,32,64,50,500,20,progress_check
ArrowHead,0.4186046511627907,,1,1,32,64,100,30,10,constant
ArrowHead,0.3488372093023256,,1,1,32,64,100,30,10,progress_check
ArrowHead,0.4883720930232558,,1,1,32,64,100,30,20,constant
ArrowHead,0.37209302325581395,,1,1,32,64,100,30,20,progress_check
ArrowHead,0.3953488372093023,,1,1,32,64,100,60,10,constant
ArrowHead,0.3023255813953488,,1,1,32,64,100,60,10,progress_check
ArrowHead,0.3488372093023256,,1,1,32,64,100,60,20,constant
ArrowHead,0.37209302325581395,,1,1,32,64,100,60,20,progress_check
ArrowHead,0.2558139534883721,,1,1,32,64,100,500,10,constant
ArrowHead,0.37209302325581395,,1,1,32,64,100,500,10,progress_check
ArrowHead,0.46511627906976744,,1,1,32,64,100,500,20,constant
ArrowHead,0.4186046511627907,,1,1,32,64,100,500,20,progress_check
ArrowHead,0.3953488372093023,,1,1,32,64,200,30,10,constant
ArrowHead,0.16279069767441862,,1,1,32,64,200,30,10,progress_check
ArrowHead,0.3023255813953488,,1,1,32,64,200,30,20,constant
ArrowHead,0.3023255813953488,,1,1,32,64,200,30,20,progress_check
ArrowHead,0.3023255813953488,,1,1,32,64,200,60,10,constant
ArrowHead,0.3953488372093023,,1,1,32,64,200,60,10,progress_check
ArrowHead,0.23255813953488372,,1,1,32,64,200,60,20,constant
ArrowHead,0.4186046511627907,,1,1,32,64,200,60,20,progress_check
ArrowHead,0.3953488372093023,,1,1,32,64,200,500,10,constant
ArrowHead,0.3953488372093023,,1,1,32,64,200,500,10,progress_check
ArrowHead,0.3023255813953488,,1,1,32,64,200,500,20,constant
ArrowHead,0.3488372093023256,,1,1,32,64,200,500,20,progress_check
ArrowHead,0.5348837209302325,,1,1,64,32,50,30,10,constant
ArrowHead,0.4418604651162791,,1,1,64,32,50,30,10,progress_check
ArrowHead,0.3953488372093023,,1,1,64,32,50,30,20,constant
ArrowHead,0.32558139534883723,,1,1,64,32,50,30,20,progress_check
ArrowHead,0.5116279069767442,,1,1,64,32,50,60,10,constant
ArrowHead,0.4418604651162791,,1,1,64,32,50,60,10,progress_check
ArrowHead,0.4186046511627907,,1,1,64,32,50,60,20,constant
ArrowHead,0.3023255813953488,,1,1,64,32,50,60,20,progress_check
ArrowHead,0.16279069767441862,,1,1,64,32,50,500,10,constant
ArrowHead,0.3023255813953488,,1,1,64,32,50,500,10,progress_check
ArrowHead,0.3953488372093023,,1,1,64,32,50,500,20,constant
ArrowHead,0.4418604651162791,,1,1,64,32,50,500,20,progress_check
ArrowHead,0.3023255813953488,,1,1,64,32,100,30,10,constant
ArrowHead,0.4186046511627907,,1,1,64,32,100,30,10,progress_check
ArrowHead,0.3953488372093023,,1,1,64,32,100,30,20,constant
ArrowHead,0.4418604651162791,,1,1,64,32,100,30,20,progress_check
ArrowHead,0.3953488372093023,,1,1,64,32,100,60,10,constant
ArrowHead,0.37209302325581395,,1,1,64,32,100,60,10,progress_check
ArrowHead,0.46511627906976744,,1,1,64,32,100,60,20,constant
ArrowHead,0.46511627906976744,,1,1,64,32,100,60,20,progress_check
ArrowHead,0.4418604651162791,,1,1,64,32,100,500,10,constant
ArrowHead,0.3953488372093023,,1,1,64,32,100,500,10,progress_check
ArrowHead,0.37209302325581395,,1,1,64,32,100,500,20,constant
ArrowHead,0.32558139534883723,,1,1,64,32,100,500,20,progress_check
ArrowHead,0.4883720930232558,,1,1,64,32,200,30,10,constant
ArrowHead,0.37209302325581395,,1,1,64,32,200,30,10,progress_check
ArrowHead,0.37209302325581395,,1,1,64,32,200,30,20,constant
ArrowHead,0.4186046511627907,,1,1,64,32,200,30,20,progress_check
ArrowHead,0.3488372093023256,,1,1,64,32,200,60,10,constant
ArrowHead,0.37209302325581395,,1,1,64,32,200,60,10,progress_check
ArrowHead,0.4883720930232558,,1,1,64,32,200,60,20,constant
ArrowHead,0.4883720930232558,,1,1,64,32,200,60,20,progress_check
ArrowHead,0.4186046511627907,,1,1,64,32,200,500,10,constant
ArrowHead,0.4418604651162791,,1,1,64,32,200,500,10,progress_check
ArrowHead,0.27906976744186046,,1,1,64,32,200,500,20,constant
ArrowHead,0.3953488372093023,,1,1,64,32,200,500,20,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,50,30,10,constant
ArrowHead,0.3023255813953488,,1,1,64,64,50,30,10,progress_check
ArrowHead,0.27906976744186046,,1,1,64,64,50,30,20,constant
ArrowHead,0.3023255813953488,,1,1,64,64,50,30,20,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,50,60,10,constant
ArrowHead,0.3953488372093023,,1,1,64,64,50,60,10,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,50,60,20,constant
ArrowHead,0.3023255813953488,,1,1,64,64,50,60,20,progress_check
ArrowHead,0.3488372093023256,,1,1,64,64,50,500,10,constant
ArrowHead,0.3953488372093023,,1,1,64,64,50,500,10,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,50,500,20,constant
ArrowHead,0.27906976744186046,,1,1,64,64,50,500,20,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,100,30,10,constant
ArrowHead,0.3953488372093023,,1,1,64,64,100,30,10,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,100,30,20,constant
ArrowHead,0.3023255813953488,,1,1,64,64,100,30,20,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,100,60,10,constant
ArrowHead,0.3023255813953488,,1,1,64,64,100,60,10,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,100,60,20,constant
ArrowHead,0.32558139534883723,,1,1,64,64,100,60,20,progress_check
ArrowHead,0.4418604651162791,,1,1,64,64,100,500,10,constant
ArrowHead,0.3023255813953488,,1,1,64,64,100,500,10,progress_check
ArrowHead,0.3953488372093023,,1,1,64,64,100,500,20,constant
ArrowHead,0.3023255813953488,,1,1,64,64,100,500,20,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,200,30,10,constant
ArrowHead,0.3953488372093023,,1,1,64,64,200,30,10,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,200,30,20,constant
ArrowHead,0.3023255813953488,,1,1,64,64,200,30,20,progress_check
ArrowHead,0.27906976744186046,,1,1,64,64,200,60,10,constant
ArrowHead,0.3023255813953488,,1,1,64,64,200,60,10,progress_check
ArrowHead,0.3023255813953488,,1,1,64,64,200,60,20,constant
ArrowHead,0.3023255813953488,,1,1,64,64,200,60,20,progress_check
ArrowHead,0.3953488372093023,,1,1,64,64,200,500,10,constant
ArrowHead,0.3023255813953488,,1,1,64,64,200,500,10,progress_check
ArrowHead,0.32558139534883723,,1,1,64,64,200,500,20,constant
ArrowHead,0.3953488372093023,,1,1,64,64,200,500,20,progress_check
Adiac,0.03184713375796178,,1,1,32,32,50,30,10,constant
Adiac,0.025477707006369428,,1,1,32,32,50,30,10,progress_check
Adiac,0.03184713375796178,,1,1,32,32,50,30,20,constant
Adiac,0.06369426751592357,,1,1,32,32,50,30,20,progress_check
Adiac,0.044585987261146494,,1,1,32,32,50,60,10,constant
Adiac,0.050955414012738856,,1,1,32,32,50,60,10,progress_check
Adiac,0.006369426751592357,,1,1,32,32,50,60,20,constant
Adiac,0.012738853503184714,,1,1,32,32,50,60,20,progress_check
Adiac,0.012738853503184714,,1,1,32,32,50,500,10,constant
Adiac,0.044585987261146494,,1,1,32,32,50,500,10,progress_check
Adiac,0.012738853503184714,,1,1,32,32,50,500,20,constant
Adiac,0.03821656050955414,,1,1,32,32,50,500,20,progress_check
Adiac,0.03821656050955414,,1,1,32,32,100,30,10,constant
Adiac,0.06369426751592357,,1,1,32,32,100,30,10,progress_check
Adiac,0.006369426751592357,,1,1,32,32,100,30,20,constant
Adiac,0.012738853503184714,,1,1,32,32,100,30,20,progress_check
Adiac,0.044585987261146494,,1,1,32,32,100,60,10,constant
Adiac,0.03184713375796178,,1,1,32,32,100,60,10,progress_check
Adiac,0.050955414012738856,,1,1,32,32,100,60,20,constant
Adiac,0.07006369426751592,,1,1,32,32,100,60,20,progress_check
Adiac,0.012738853503184714,,1,1,32,32,100,500,10,constant
Adiac,0.050955414012738856,,1,1,32,32,100,500,10,progress_check
Adiac,0.03184713375796178,,1,1,32,32,100,500,20,constant
Adiac,0.044585987261146494,,1,1,32,32,100,500,20,progress_check
Adiac,0.03821656050955414,,1,1,32,32,200,30,10,constant
Adiac,0.03821656050955414,,1,1,32,32,200,30,10,progress_check
Adiac,0.025477707006369428,,1,1,32,32,200,30,20,constant
Adiac,0.03821656050955414,,1,1,32,32,200,30,20,progress_check
Adiac,0.050955414012738856,,1,1,32,32,200,60,10,constant
Adiac,0.03821656050955414,,1,1,32,32,200,60,10,progress_check
Adiac,0.025477707006369428,,1,1,32,32,200,60,20,constant
Adiac,0.012738853503184714,,1,1,32,32,200,60,20,progress_check
Adiac,0.050955414012738856,,1,1,32,32,200,500,10,constant
Adiac,0.03821656050955414,,1,1,32,32,200,500,10,progress_check
Adiac,0.03184713375796178,,1,1,32,32,200,500,20,constant
Adiac,0.03184713375796178,,1,1,32,32,200,500,20,progress_check
Adiac,0.06369426751592357,,1,1,32,64,50,30,10,constant
Adiac,0.044585987261146494,,1,1,32,64,50,30,10,progress_check
Adiac,0.03184713375796178,,1,1,32,64,50,30,20,constant
Adiac,0.03184713375796178,,1,1,32,64,50,30,20,progress_check
Adiac,0.05732484076433121,,1,1,32,64,50,60,10,constant
Adiac,0.08917197452229299,,1,1,32,64,50,60,10,progress_check
Adiac,0.03184713375796178,,1,1,32,64,50,60,20,constant
Adiac,0.03184713375796178,,1,1,32,64,50,60,20,progress_check
Adiac,0.03184713375796178,,1,1,32,64,50,500,10,constant
Adiac,0.01910828025477707,,1,1,32,64,50,500,10,progress_check
Adiac,0.03821656050955414,,1,1,32,64,50,500,20,constant
Adiac,0.025477707006369428,,1,1,32,64,50,500,20,progress_check
Adiac,0.03184713375796178,,1,1,32,64,100,30,10,constant
Adiac,0.012738853503184714,,1,1,32,64,100,30,10,progress_check
Adiac,0.01910828025477707,,1,1,32,64,100,30,20,constant
Adiac,0.08917197452229299,,1,1,32,64,100,30,20,progress_check
Adiac,0.050955414012738856,,1,1,32,64,100,60,10,constant
Adiac,0.03184713375796178,,1,1,32,64,100,60,10,progress_check
Adiac,0.03821656050955414,,1,1,32,64,100,60,20,constant
Adiac,0.025477707006369428,,1,1,32,64,100,60,20,progress_check
Adiac,0.025477707006369428,,1,1,32,64,100,500,10,constant
Adiac,0.025477707006369428,,1,1,32,64,100,500,10,progress_check
Adiac,0.03821656050955414,,1,1,32,64,100,500,20,constant
Adiac,0.06369426751592357,,1,1,32,64,100,500,20,progress_check
Adiac,0.03184713375796178,,1,1,32,64,200,30,10,constant
Adiac,0.025477707006369428,,1,1,32,64,200,30,10,progress_check
Adiac,0.01910828025477707,,1,1,32,64,200,30,20,constant
Adiac,0.03821656050955414,,1,1,32,64,200,30,20,progress_check
Adiac,0.05732484076433121,,1,1,32,64,200,60,10,constant
Adiac,0.06369426751592357,,1,1,32,64,200,60,10,progress_check
Adiac,0.03184713375796178,,1,1,32,64,200,60,20,constant
Adiac,0.012738853503184714,,1,1,32,64,200,60,20,progress_check
Adiac,0.044585987261146494,,1,1,32,64,200,500,10,constant
Adiac,0.03821656050955414,,1,1,32,64,200,500,10,progress_check
Adiac,0.050955414012738856,,1,1,32,64,200,500,20,constant
Adiac,0.044585987261146494,,1,1,32,64,200,500,20,progress_check
Adiac,0.03821656050955414,,1,1,64,32,50,30,10,constant
Adiac,0.012738853503184714,,1,1,64,32,50,30,10,progress_check
Adiac,0.050955414012738856,,1,1,64,32,50,30,20,constant
Adiac,0.050955414012738856,,1,1,64,32,50,30,20,progress_check
Adiac,0.01910828025477707,,1,1,64,32,50,60,10,constant
Adiac,0.044585987261146494,,1,1,64,32,50,60,10,progress_check
Adiac,0.03184713375796178,,1,1,64,32,50,60,20,constant
Adiac,0.01910828025477707,,1,1,64,32,50,60,20,progress_check
Adiac,0.03184713375796178,,1,1,64,32,50,500,10,constant
Adiac,0.025477707006369428,,1,1,64,32,50,500,10,progress_check
Adiac,0.06369426751592357,,1,1,64,32,50,500,20,constant
Adiac,0.03821656050955414,,1,1,64,32,50,500,20,progress_check
Adiac,0.044585987261146494,,1,1,64,32,100,30,10,constant
Adiac,0.03184713375796178,,1,1,64,32,100,30,10,progress_check
Adiac,0.050955414012738856,,1,1,64,32,100,30,20,constant
Adiac,0.08280254777070063,,1,1,64,32,100,30,20,progress_check
Adiac,0.03184713375796178,,1,1,64,32,100,60,10,constant
Adiac,0.044585987261146494,,1,1,64,32,100,60,10,progress_check
Adiac,0.050955414012738856,,1,1,64,32,100,60,20,constant
Adiac,0.03821656050955414,,1,1,64,32,100,60,20,progress_check
Adiac,0.07643312101910828,,1,1,64,32,100,500,10,constant
Adiac,0.05732484076433121,,1,1,64,32,100,500,10,progress_check
Adiac,0.006369426751592357,,1,1,64,32,100,500,20,constant
Adiac,0.03821656050955414,,1,1,64,32,100,500,20,progress_check
Adiac,0.06369426751592357,,1,1,64,32,200,30,10,constant
Adiac,0.044585987261146494,,1,1,64,32,200,30,10,progress_check
Adiac,0.03184713375796178,,1,1,64,32,200,30,20,constant
Adiac,0.012738853503184714,,1,1,64,32,200,30,20,progress_check
Adiac,0.05732484076433121,,1,1,64,32,200,60,10,constant
Adiac,0.044585987261146494,,1,1,64,32,200,60,10,progress_check
Adiac,0.03184713375796178,,1,1,64,32,200,60,20,constant
Adiac,0.050955414012738856,,1,1,64,32,200,60,20,progress_check
Adiac,0.03821656050955414,,1,1,64,32,200,500,10,constant
Adiac,0.03184713375796178,,1,1,64,32,200,500,10,progress_check
Adiac,0.06369426751592357,,1,1,64,32,200,500,20,constant
Adiac,0.03821656050955414,,1,1,64,32,200,500,20,progress_check
Adiac,0.044585987261146494,,1,1,64,64,50,30,10,constant
Adiac,0.050955414012738856,,1,1,64,64,50,30,10,progress_check
Adiac,0.01910828025477707,,1,1,64,64,50,30,20,constant
Adiac,0.012738853503184714,,1,1,64,64,50,30,20,progress_check
Adiac,0.01910828025477707,,1,1,64,64,50,60,10,constant
Adiac,0.050955414012738856,,1,1,64,64,50,60,10,progress_check
Adiac,0.05732484076433121,,1,1,64,64,50,60,20,constant
Adiac,0.08917197452229299,,1,1,64,64,50,60,20,progress_check
Adiac,0.044585987261146494,,1,1,64,64,50,500,10,constant
Adiac,0.044585987261146494,,1,1,64,64,50,500,10,progress_check
Adiac,0.03184713375796178,,1,1,64,64,50,500,20,constant
Adiac,0.006369426751592357,,1,1,64,64,50,500,20,progress_check
Adiac,0.03184713375796178,,1,1,64,64,100,30,10,constant
Adiac,0.03821656050955414,,1,1,64,64,100,30,10,progress_check
Adiac,0.06369426751592357,,1,1,64,64,100,30,20,constant
Adiac,0.03821656050955414,,1,1,64,64,100,30,20,progress_check
Adiac,0.050955414012738856,,1,1,64,64,100,60,10,constant
Adiac,0.03184713375796178,,1,1,64,64,100,60,10,progress_check
Adiac,0.01910828025477707,,1,1,64,64,100,60,20,constant
Adiac,0.044585987261146494,,1,1,64,64,100,60,20,progress_check
Adiac,0.044585987261146494,,1,1,64,64,100,500,10,constant
Adiac,0.03821656050955414,,1,1,64,64,100,500,10,progress_check
Adiac,0.01910828025477707,,1,1,64,64,100,500,20,constant
Adiac,0.025477707006369428,,1,1,64,64,100,500,20,progress_check
Adiac,0.012738853503184714,,1,1,64,64,200,30,10,constant
Adiac,0.07006369426751592,,1,1,64,64,200,30,10,progress_check
Adiac,0.012738853503184714,,1,1,64,64,200,30,20,constant
Adiac,0.044585987261146494,,1,1,64,64,200,30,20,progress_check
Adiac,0.03821656050955414,,1,1,64,64,200,60,10,constant
Adiac,0.01910828025477707,,1,1,64,64,200,60,10,progress_check
Adiac,0.050955414012738856,,1,1,64,64,200,60,20,constant
Adiac,0.044585987261146494,,1,1,64,64,200,60,20,progress_check
Adiac,0.03821656050955414,,1,1,64,64,200,500,10,constant
Adiac,0.08917197452229299,,1,1,64,64,200,500,10,progress_check
Adiac,0.01910828025477707,,1,1,64,64,200,500,20,constant
Adiac,0.025477707006369428,,1,1,64,64,200,500,20,progress_check
ElectricDevices,0.36117788461538464,,1,1,32,32,50,30,10,constant
ElectricDevices,0.3777043269230769,,1,1,32,32,50,30,10,progress_check
ElectricDevices,0.3046875,,1,1,32,32,50,30,20,constant
ElectricDevices,0.3825120192307692,,1,1,32,32,50,30,20,progress_check
ElectricDevices,0.09435096153846154,,1,1,32,32,50,60,10,constant
ElectricDevices,0.32602163461538464,,1,1,32,32,50,60,10,progress_check
ElectricDevices,0.375,,1,1,32,32,50,60,20,constant
ElectricDevices,0.32241586538461536,,1,1,32,32,50,60,20,progress_check
ElectricDevices,0.3957331730769231,,1,1,32,32,50,500,10,constant
ElectricDevices,0.3972355769230769,,1,1,32,32,50,500,10,progress_check
